n,p,or,r,alpha,n.sim,prop.drivers
500,0.3,1,0,0.05,1000,0.0511
1000,0.3,1,0,0.05,1000,0.0515
1500,0.3,1,0,0.05,1000,0.056
2000,0.3,1,0,0.05,1000,0.0488
2500,0.3,1,0,0.05,1000,0.0517
3000,0.3,1,0,0.05,1000,0.0471
500,0.3,1.25,0,0.05,1000,0.4037
1000,0.3,1.25,0,0.05,1000,0.6234
1500,0.3,1.25,0,0.05,1000,0.7273
2000,0.3,1.25,0,0.05,1000,0.7778
2500,0.3,1.25,0,0.05,1000,0.8195
3000,0.3,1.25,0,0.05,1000,0.8472
500,0.3,1.5,0,0.05,1000,0.7199
1000,0.3,1.5,0,0.05,1000,0.8466
1500,0.3,1.5,0,0.05,1000,0.9108
2000,0.3,1.5,0,0.05,1000,0.9497
2500,0.3,1.5,0,0.05,1000,0.9732
3000,0.3,1.5,0,0.05,1000,0.9871
500,0.3,1.75,0,0.05,1000,0.8136
1000,0.3,1.75,0,0.05,1000,0.931
1500,0.3,1.75,0,0.05,1000,0.9763
2000,0.3,1.75,0,0.05,1000,0.9934
2500,0.3,1.75,0,0.05,1000,0.9972
3000,0.3,1.75,0,0.05,1000,0.9996
500,0.3,2,0,0.05,1000,0.8721
1000,0.3,2,0,0.05,1000,0.9703
1500,0.3,2,0,0.05,1000,0.9941
2000,0.3,2,0,0.05,1000,0.9992
2500,0.3,2,0,0.05,1000,0.9997
3000,0.3,2,0,0.05,1000,1
500,0.3,1,0.25,0.05,1000,0.0517
1000,0.3,1,0.25,0.05,1000,0.051
1500,0.3,1,0.25,0.05,1000,0.0548
2000,0.3,1,0.25,0.05,1000,0.0501
2500,0.3,1,0.25,0.05,1000,0.0464
3000,0.3,1,0.25,0.05,1000,0.0484
500,0.3,1.25,0.25,0.05,1000,0.3469
1000,0.3,1.25,0.25,0.05,1000,0.5635
1500,0.3,1.25,0.25,0.05,1000,0.6818
2000,0.3,1.25,0.25,0.05,1000,0.7408
2500,0.3,1.25,0.25,0.05,1000,0.7866
3000,0.3,1.25,0.25,0.05,1000,0.8186
500,0.3,1.5,0.25,0.05,1000,0.6591
1000,0.3,1.5,0.25,0.05,1000,0.7989
1500,0.3,1.5,0.25,0.05,1000,0.8709
2000,0.3,1.5,0.25,0.05,1000,0.9194
2500,0.3,1.5,0.25,0.05,1000,0.9428
3000,0.3,1.5,0.25,0.05,1000,0.9673
500,0.3,1.75,0.25,0.05,1000,0.7659
1000,0.3,1.75,0.25,0.05,1000,0.8808
1500,0.3,1.75,0.25,0.05,1000,0.9405
2000,0.3,1.75,0.25,0.05,1000,0.9712
2500,0.3,1.75,0.25,0.05,1000,0.9899
3000,0.3,1.75,0.25,0.05,1000,0.9935
500,0.3,2,0.25,0.05,1000,0.8244
1000,0.3,2,0.25,0.05,1000,0.9311
1500,0.3,2,0.25,0.05,1000,0.9751
2000,0.3,2,0.25,0.05,1000,0.9907
2500,0.3,2,0.25,0.05,1000,0.9971
3000,0.3,2,0.25,0.05,1000,0.9991
500,0.3,1,0,0.005,1000,0.0041
1000,0.3,1,0,0.005,1000,0.0048
1500,0.3,1,0,0.005,1000,0.0036
2000,0.3,1,0,0.005,1000,0.0037
2500,0.3,1,0,0.005,1000,0.0051
3000,0.3,1,0,0.005,1000,0.0051
500,0.3,1.25,0,0.005,1000,0.16
1000,0.3,1.25,0,0.005,1000,0.3762
1500,0.3,1.25,0,0.005,1000,0.5426
2000,0.3,1.25,0,0.005,1000,0.6301
2500,0.3,1.25,0,0.005,1000,0.6848
3000,0.3,1.25,0,0.005,1000,0.7184
500,0.3,1.5,0,0.005,1000,0.5202
1000,0.3,1.5,0,0.005,1000,0.7152
1500,0.3,1.5,0,0.005,1000,0.794
2000,0.3,1.5,0,0.005,1000,0.858
2500,0.3,1.5,0,0.005,1000,0.9082
3000,0.3,1.5,0,0.005,1000,0.942
500,0.3,1.75,0,0.005,1000,0.6832
1000,0.3,1.75,0,0.005,1000,0.8229
1500,0.3,1.75,0,0.005,1000,0.9121
2000,0.3,1.75,0,0.005,1000,0.9593
2500,0.3,1.75,0,0.005,1000,0.9814
3000,0.3,1.75,0,0.005,1000,0.9944
500,0.3,2,0,0.005,1000,0.7482
1000,0.3,2,0,0.005,1000,0.8986
1500,0.3,2,0,0.005,1000,0.9675
2000,0.3,2,0,0.005,1000,0.9893
2500,0.3,2,0,0.005,1000,0.998
3000,0.3,2,0,0.005,1000,0.9994
500,0.3,1,0.25,0.005,1000,0.0041
1000,0.3,1,0.25,0.005,1000,0.0039
1500,0.3,1,0.25,0.005,1000,0.0046
2000,0.3,1,0.25,0.005,1000,0.005
2500,0.3,1,0.25,0.005,1000,0.0052
3000,0.3,1,0.25,0.005,1000,0.0048
500,0.3,1.25,0.25,0.005,1000,0.1194
1000,0.3,1.25,0.25,0.005,1000,0.3063
1500,0.3,1.25,0.25,0.005,1000,0.4604
2000,0.3,1.25,0.25,0.005,1000,0.5655
2500,0.3,1.25,0.25,0.005,1000,0.6342
3000,0.3,1.25,0.25,0.005,1000,0.6793
500,0.3,1.5,0.25,0.005,1000,0.4198
1000,0.3,1.5,0.25,0.005,1000,0.6625
1500,0.3,1.5,0.25,0.005,1000,0.7417
2000,0.3,1.5,0.25,0.005,1000,0.7999
2500,0.3,1.5,0.25,0.005,1000,0.8469
3000,0.3,1.5,0.25,0.005,1000,0.8828
500,0.3,1.75,0.25,0.005,1000,0.6062
1000,0.3,1.75,0.25,0.005,1000,0.7542
1500,0.3,1.75,0.25,0.005,1000,0.843
2000,0.3,1.75,0.25,0.005,1000,0.9031
2500,0.3,1.75,0.25,0.005,1000,0.9456
3000,0.3,1.75,0.25,0.005,1000,0.9682
500,0.3,2,0.25,0.005,1000,0.6865
1000,0.3,2,0.25,0.005,1000,0.8185
1500,0.3,2,0.25,0.005,1000,0.9077
2000,0.3,2,0.25,0.005,1000,0.9563
2500,0.3,2,0.25,0.005,1000,0.9827
3000,0.3,2,0.25,0.005,1000,0.9917
