n,n.communities,p,community.var,or,r,alpha,n.sim,n.per.community,prop.drivers,or.margin.of.error
600,25,0.1,2.73,1.25,0.25,0.0125,500,24,0.05225,1.1769
1200,25,0.1,2.73,1.25,0.25,0.0125,500,48,0.0605,1.09669
1800,25,0.1,2.73,1.25,0.25,0.0125,500,72,0.0665,1.06396
2400,25,0.1,2.73,1.25,0.25,0.0125,500,96,0.063,1.06131
3600,25,0.1,2.73,1.25,0.25,0.0125,500,144,0.066,1.03512
4800,25,0.1,2.73,1.25,0.25,0.0125,500,192,0.0585,1.03345
6000,25,0.1,2.73,1.25,0.25,0.0125,500,240,0.067,1.01274
7200,25,0.1,2.73,1.25,0.25,0.0125,500,288,0.06525,1.00809
8400,25,0.1,2.73,1.25,0.25,0.0125,500,336,0.07,1.01504
9600,25,0.1,2.73,1.25,0.25,0.0125,500,384,0.06475,1.01324
600,50,0.1,2.73,1.25,0.25,0.0125,500,12,0.05075,0.80498
1200,50,0.1,2.73,1.25,0.25,0.0125,500,24,0.066,0.72877
1800,50,0.1,2.73,1.25,0.25,0.0125,500,36,0.063,0.70361
2400,50,0.1,2.73,1.25,0.25,0.0125,500,48,0.06425,0.68624
3600,50,0.1,2.73,1.25,0.25,0.0125,500,72,0.07325,0.67336
4800,50,0.1,2.73,1.25,0.25,0.0125,500,96,0.07,0.66756
6000,50,0.1,2.73,1.25,0.25,0.0125,500,120,0.06425,0.66484
7200,50,0.1,2.73,1.25,0.25,0.0125,500,144,0.06525,0.66285
8400,50,0.1,2.73,1.25,0.25,0.0125,500,168,0.07275,0.65443
9600,50,0.1,2.73,1.25,0.25,0.0125,500,192,0.08075,0.64524
600,100,0.1,2.73,1.25,0.25,0.0125,500,6,0.06625,0.59315
1200,100,0.1,2.73,1.25,0.25,0.0125,500,12,0.08425,0.51994
1800,100,0.1,2.73,1.25,0.25,0.0125,500,18,0.0875,0.48774
2400,100,0.1,2.73,1.25,0.25,0.0125,500,24,0.10325,0.47283
3600,100,0.1,2.73,1.25,0.25,0.0125,500,36,0.105,0.45764
4800,100,0.1,2.73,1.25,0.25,0.0125,500,48,0.11425,0.44963
6000,100,0.1,2.73,1.25,0.25,0.0125,500,60,0.11,0.44353
7200,100,0.1,2.73,1.25,0.25,0.0125,500,72,0.109,0.44097
8400,100,0.1,2.73,1.25,0.25,0.0125,500,84,0.11675,0.43565
9600,100,0.1,2.73,1.25,0.25,0.0125,500,96,0.11175,0.43403
600,25,0.5,2.73,1.25,0.25,0.0125,500,24,0.05275,1.07594
1200,25,0.5,2.73,1.25,0.25,0.0125,500,48,0.06175,1.05351
1800,25,0.5,2.73,1.25,0.25,0.0125,500,72,0.05925,1.04191
2400,25,0.5,2.73,1.25,0.25,0.0125,500,96,0.0615,1.02354
3600,25,0.5,2.73,1.25,0.25,0.0125,500,144,0.06725,1.01002
4800,25,0.5,2.73,1.25,0.25,0.0125,500,192,0.0615,1.00485
6000,25,0.5,2.73,1.25,0.25,0.0125,500,240,0.06325,1.00361
7200,25,0.5,2.73,1.25,0.25,0.0125,500,288,0.0635,0.98537
8400,25,0.5,2.73,1.25,0.25,0.0125,500,336,0.06575,0.99252
9600,25,0.5,2.73,1.25,0.25,0.0125,500,384,0.06375,0.98802
600,50,0.5,2.73,1.25,0.25,0.0125,500,12,0.064,0.71171
1200,50,0.5,2.73,1.25,0.25,0.0125,500,24,0.07425,0.67687
1800,50,0.5,2.73,1.25,0.25,0.0125,500,36,0.07325,0.66606
2400,50,0.5,2.73,1.25,0.25,0.0125,500,48,0.0785,0.65508
3600,50,0.5,2.73,1.25,0.25,0.0125,500,72,0.07375,0.64491
4800,50,0.5,2.73,1.25,0.25,0.0125,500,96,0.0655,0.64756
6000,50,0.5,2.73,1.25,0.25,0.0125,500,120,0.0685,0.6477
7200,50,0.5,2.73,1.25,0.25,0.0125,500,144,0.0735,0.63345
8400,50,0.5,2.73,1.25,0.25,0.0125,500,168,0.0725,0.63546
9600,50,0.5,2.73,1.25,0.25,0.0125,500,192,0.072,0.63733
600,100,0.5,2.73,1.25,0.25,0.0125,500,6,0.09175,0.49833
1200,100,0.5,2.73,1.25,0.25,0.0125,500,12,0.11225,0.46284
1800,100,0.5,2.73,1.25,0.25,0.0125,500,18,0.10625,0.44888
2400,100,0.5,2.73,1.25,0.25,0.0125,500,24,0.10975,0.44224
3600,100,0.5,2.73,1.25,0.25,0.0125,500,36,0.11075,0.43138
4800,100,0.5,2.73,1.25,0.25,0.0125,500,48,0.12325,0.42682
6000,100,0.5,2.73,1.25,0.25,0.0125,500,60,0.1155,0.4274
7200,100,0.5,2.73,1.25,0.25,0.0125,500,72,0.114,0.42365
8400,100,0.5,2.73,1.25,0.25,0.0125,500,84,0.1115,0.42583
9600,100,0.5,2.73,1.25,0.25,0.0125,500,96,0.11875,0.4204
600,25,0.1,2.73,1.5,0.25,0.0125,500,24,0.11175,1.20897
1200,25,0.1,2.73,1.5,0.25,0.0125,500,48,0.11675,1.13032
1800,25,0.1,2.73,1.5,0.25,0.0125,500,72,0.12875,1.09301
2400,25,0.1,2.73,1.5,0.25,0.0125,500,96,0.113,1.08362
3600,25,0.1,2.73,1.5,0.25,0.0125,500,144,0.12575,1.05566
4800,25,0.1,2.73,1.5,0.25,0.0125,500,192,0.12275,1.05401
6000,25,0.1,2.73,1.5,0.25,0.0125,500,240,0.13925,1.0201
7200,25,0.1,2.73,1.5,0.25,0.0125,500,288,0.13575,1.00508
8400,25,0.1,2.73,1.5,0.25,0.0125,500,336,0.1305,1.01606
9600,25,0.1,2.73,1.5,0.25,0.0125,500,384,0.13725,1.00587
600,50,0.1,2.73,1.5,0.25,0.0125,500,12,0.13675,0.83055
1200,50,0.1,2.73,1.5,0.25,0.0125,500,24,0.158,0.75405
1800,50,0.1,2.73,1.5,0.25,0.0125,500,36,0.1635,0.71923
2400,50,0.1,2.73,1.5,0.25,0.0125,500,48,0.1825,0.69975
3600,50,0.1,2.73,1.5,0.25,0.0125,500,72,0.1895,0.68662
4800,50,0.1,2.73,1.5,0.25,0.0125,500,96,0.2015,0.66925
6000,50,0.1,2.73,1.5,0.25,0.0125,500,120,0.192,0.66537
7200,50,0.1,2.73,1.5,0.25,0.0125,500,144,0.20375,0.6634
8400,50,0.1,2.73,1.5,0.25,0.0125,500,168,0.20875,0.65879
9600,50,0.1,2.73,1.5,0.25,0.0125,500,192,0.2065,0.65379
600,100,0.1,2.73,1.5,0.25,0.0125,500,6,0.217,0.60668
1200,100,0.1,2.73,1.5,0.25,0.0125,500,12,0.27975,0.52677
1800,100,0.1,2.73,1.5,0.25,0.0125,500,18,0.313,0.50149
2400,100,0.1,2.73,1.5,0.25,0.0125,500,24,0.3345,0.48364
3600,100,0.1,2.73,1.5,0.25,0.0125,500,36,0.354,0.4661
4800,100,0.1,2.73,1.5,0.25,0.0125,500,48,0.358,0.45372
6000,100,0.1,2.73,1.5,0.25,0.0125,500,60,0.36625,0.44997
7200,100,0.1,2.73,1.5,0.25,0.0125,500,72,0.37875,0.4424
8400,100,0.1,2.73,1.5,0.25,0.0125,500,84,0.38225,0.43935
9600,100,0.1,2.73,1.5,0.25,0.0125,500,96,0.4015,0.44032
600,25,0.5,2.73,1.5,0.25,0.0125,500,24,0.12175,1.10171
1200,25,0.5,2.73,1.5,0.25,0.0125,500,48,0.12225,1.05085
1800,25,0.5,2.73,1.5,0.25,0.0125,500,72,0.13325,1.0259
2400,25,0.5,2.73,1.5,0.25,0.0125,500,96,0.12925,1.03149
3600,25,0.5,2.73,1.5,0.25,0.0125,500,144,0.128,1.00874
4800,25,0.5,2.73,1.5,0.25,0.0125,500,192,0.137,1.01073
6000,25,0.5,2.73,1.5,0.25,0.0125,500,240,0.1355,0.99034
7200,25,0.5,2.73,1.5,0.25,0.0125,500,288,0.13,0.99961
8400,25,0.5,2.73,1.5,0.25,0.0125,500,336,0.13675,0.99343
9600,25,0.5,2.73,1.5,0.25,0.0125,500,384,0.13525,0.99692
600,50,0.5,2.73,1.5,0.25,0.0125,500,12,0.16325,0.73388
1200,50,0.5,2.73,1.5,0.25,0.0125,500,24,0.1895,0.69119
1800,50,0.5,2.73,1.5,0.25,0.0125,500,36,0.19975,0.66529
2400,50,0.5,2.73,1.5,0.25,0.0125,500,48,0.205,0.66452
3600,50,0.5,2.73,1.5,0.25,0.0125,500,72,0.2115,0.64856
4800,50,0.5,2.73,1.5,0.25,0.0125,500,96,0.2115,0.64516
6000,50,0.5,2.73,1.5,0.25,0.0125,500,120,0.20825,0.64234
7200,50,0.5,2.73,1.5,0.25,0.0125,500,144,0.2125,0.63996
8400,50,0.5,2.73,1.5,0.25,0.0125,500,168,0.20775,0.64366
9600,50,0.5,2.73,1.5,0.25,0.0125,500,192,0.20275,0.63934
600,100,0.5,2.73,1.5,0.25,0.0125,500,6,0.288,0.51502
1200,100,0.5,2.73,1.5,0.25,0.0125,500,12,0.33475,0.47255
1800,100,0.5,2.73,1.5,0.25,0.0125,500,18,0.36225,0.45672
2400,100,0.5,2.73,1.5,0.25,0.0125,500,24,0.37875,0.44687
3600,100,0.5,2.73,1.5,0.25,0.0125,500,36,0.37975,0.43833
4800,100,0.5,2.73,1.5,0.25,0.0125,500,48,0.39575,0.43281
6000,100,0.5,2.73,1.5,0.25,0.0125,500,60,0.41,0.42943
7200,100,0.5,2.73,1.5,0.25,0.0125,500,72,0.41075,0.42751
8400,100,0.5,2.73,1.5,0.25,0.0125,500,84,0.40025,0.42343
9600,100,0.5,2.73,1.5,0.25,0.0125,500,96,0.40675,0.42158
600,25,0.1,2.73,1.75,0.25,0.0125,500,24,0.16575,1.2474
1200,25,0.1,2.73,1.75,0.25,0.0125,500,48,0.19275,1.13416
1800,25,0.1,2.73,1.75,0.25,0.0125,500,72,0.20825,1.10625
2400,25,0.1,2.73,1.75,0.25,0.0125,500,96,0.21125,1.08559
3600,25,0.1,2.73,1.75,0.25,0.0125,500,144,0.21625,1.05479
4800,25,0.1,2.73,1.75,0.25,0.0125,500,192,0.22225,1.03877
6000,25,0.1,2.73,1.75,0.25,0.0125,500,240,0.2245,1.03728
7200,25,0.1,2.73,1.75,0.25,0.0125,500,288,0.225,1.029
8400,25,0.1,2.73,1.75,0.25,0.0125,500,336,0.22925,1.03305
9600,25,0.1,2.73,1.75,0.25,0.0125,500,384,0.21525,1.0346
600,50,0.1,2.73,1.75,0.25,0.0125,500,12,0.26125,0.85818
1200,50,0.1,2.73,1.75,0.25,0.0125,500,24,0.306,0.76319
1800,50,0.1,2.73,1.75,0.25,0.0125,500,36,0.33775,0.73645
2400,50,0.1,2.73,1.75,0.25,0.0125,500,48,0.3575,0.7135
3600,50,0.1,2.73,1.75,0.25,0.0125,500,72,0.3695,0.68791
4800,50,0.1,2.73,1.75,0.25,0.0125,500,96,0.37525,0.68192
6000,50,0.1,2.73,1.75,0.25,0.0125,500,120,0.3725,0.67495
7200,50,0.1,2.73,1.75,0.25,0.0125,500,144,0.37925,0.66821
8400,50,0.1,2.73,1.75,0.25,0.0125,500,168,0.3975,0.66443
9600,50,0.1,2.73,1.75,0.25,0.0125,500,192,0.39475,0.66471
600,100,0.1,2.73,1.75,0.25,0.0125,500,6,0.419,0.62305
1200,100,0.1,2.73,1.75,0.25,0.0125,500,12,0.5235,0.54588
1800,100,0.1,2.73,1.75,0.25,0.0125,500,18,0.579,0.5147
2400,100,0.1,2.73,1.75,0.25,0.0125,500,24,0.59225,0.49603
3600,100,0.1,2.73,1.75,0.25,0.0125,500,36,0.64025,0.47752
4800,100,0.1,2.73,1.75,0.25,0.0125,500,48,0.64125,0.46354
6000,100,0.1,2.73,1.75,0.25,0.0125,500,60,0.65775,0.45801
7200,100,0.1,2.73,1.75,0.25,0.0125,500,72,0.6575,0.45387
8400,100,0.1,2.73,1.75,0.25,0.0125,500,84,0.67775,0.44604
9600,100,0.1,2.73,1.75,0.25,0.0125,500,96,0.69125,0.442
600,25,0.5,2.73,1.75,0.25,0.0125,500,24,0.191,1.13053
1200,25,0.5,2.73,1.75,0.25,0.0125,500,48,0.20925,1.07868
1800,25,0.5,2.73,1.75,0.25,0.0125,500,72,0.2105,1.05518
2400,25,0.5,2.73,1.75,0.25,0.0125,500,96,0.216,1.04323
3600,25,0.5,2.73,1.75,0.25,0.0125,500,144,0.21575,1.02599
4800,25,0.5,2.73,1.75,0.25,0.0125,500,192,0.22975,1.02535
6000,25,0.5,2.73,1.75,0.25,0.0125,500,240,0.23175,1.01656
7200,25,0.5,2.73,1.75,0.25,0.0125,500,288,0.23975,0.99991
8400,25,0.5,2.73,1.75,0.25,0.0125,500,336,0.2205,1.02227
9600,25,0.5,2.73,1.75,0.25,0.0125,500,384,0.235,0.99344
600,50,0.5,2.73,1.75,0.25,0.0125,500,12,0.30225,0.759
1200,50,0.5,2.73,1.75,0.25,0.0125,500,24,0.34125,0.71068
1800,50,0.5,2.73,1.75,0.25,0.0125,500,36,0.372,0.68551
2400,50,0.5,2.73,1.75,0.25,0.0125,500,48,0.3855,0.67217
3600,50,0.5,2.73,1.75,0.25,0.0125,500,72,0.37825,0.66669
4800,50,0.5,2.73,1.75,0.25,0.0125,500,96,0.40075,0.65501
6000,50,0.5,2.73,1.75,0.25,0.0125,500,120,0.3985,0.64766
7200,50,0.5,2.73,1.75,0.25,0.0125,500,144,0.38975,0.6486
8400,50,0.5,2.73,1.75,0.25,0.0125,500,168,0.39225,0.64355
9600,50,0.5,2.73,1.75,0.25,0.0125,500,192,0.39525,0.64149
600,100,0.5,2.73,1.75,0.25,0.0125,500,6,0.533,0.54307
1200,100,0.5,2.73,1.75,0.25,0.0125,500,12,0.59875,0.48938
1800,100,0.5,2.73,1.75,0.25,0.0125,500,18,0.6485,0.46653
2400,100,0.5,2.73,1.75,0.25,0.0125,500,24,0.6505,0.45756
3600,100,0.5,2.73,1.75,0.25,0.0125,500,36,0.679,0.44536
4800,100,0.5,2.73,1.75,0.25,0.0125,500,48,0.68675,0.44128
6000,100,0.5,2.73,1.75,0.25,0.0125,500,60,0.7,0.43394
7200,100,0.5,2.73,1.75,0.25,0.0125,500,72,0.69725,0.43286
8400,100,0.5,2.73,1.75,0.25,0.0125,500,84,0.70325,0.43165
9600,100,0.5,2.73,1.75,0.25,0.0125,500,96,0.7065,0.42877
600,25,0.1,2.73,2,0.25,0.0125,500,24,0.236,1.30682
1200,25,0.1,2.73,2,0.25,0.0125,500,48,0.27475,1.17765
1800,25,0.1,2.73,2,0.25,0.0125,500,72,0.2945,1.15973
2400,25,0.1,2.73,2,0.25,0.0125,500,96,0.29925,1.10318
3600,25,0.1,2.73,2,0.25,0.0125,500,144,0.29825,1.08037
4800,25,0.1,2.73,2,0.25,0.0125,500,192,0.31725,1.04859
6000,25,0.1,2.73,2,0.25,0.0125,500,240,0.31825,1.04624
7200,25,0.1,2.73,2,0.25,0.0125,500,288,0.33225,1.04637
8400,25,0.1,2.73,2,0.25,0.0125,500,336,0.31925,1.04492
9600,25,0.1,2.73,2,0.25,0.0125,500,384,0.32325,1.03066
600,50,0.1,2.73,2,0.25,0.0125,500,12,0.39,0.88417
1200,50,0.1,2.73,2,0.25,0.0125,500,24,0.46225,0.79675
1800,50,0.1,2.73,2,0.25,0.0125,500,36,0.49225,0.76039
2400,50,0.1,2.73,2,0.25,0.0125,500,48,0.511,0.73155
3600,50,0.1,2.73,2,0.25,0.0125,500,72,0.52725,0.70753
4800,50,0.1,2.73,2,0.25,0.0125,500,96,0.5495,0.69501
6000,50,0.1,2.73,2,0.25,0.0125,500,120,0.5445,0.68621
7200,50,0.1,2.73,2,0.25,0.0125,500,144,0.5505,0.67472
8400,50,0.1,2.73,2,0.25,0.0125,500,168,0.555,0.68108
9600,50,0.1,2.73,2,0.25,0.0125,500,192,0.56375,0.66262
600,100,0.1,2.73,2,0.25,0.0125,500,6,0.61575,0.6526
1200,100,0.1,2.73,2,0.25,0.0125,500,12,0.70875,0.56439
1800,100,0.1,2.73,2,0.25,0.0125,500,18,0.768,0.52733
2400,100,0.1,2.73,2,0.25,0.0125,500,24,0.79475,0.50707
3600,100,0.1,2.73,2,0.25,0.0125,500,36,0.825,0.48386
4800,100,0.1,2.73,2,0.25,0.0125,500,48,0.83375,0.4747
6000,100,0.1,2.73,2,0.25,0.0125,500,60,0.85,0.46893
7200,100,0.1,2.73,2,0.25,0.0125,500,72,0.87525,0.46063
8400,100,0.1,2.73,2,0.25,0.0125,500,84,0.86125,0.45609
9600,100,0.1,2.73,2,0.25,0.0125,500,96,0.86325,0.45241
600,25,0.5,2.73,2,0.25,0.0125,500,24,0.28,1.16176
1200,25,0.5,2.73,2,0.25,0.0125,500,48,0.30975,1.10239
1800,25,0.5,2.73,2,0.25,0.0125,500,72,0.318,1.06027
2400,25,0.5,2.73,2,0.25,0.0125,500,96,0.33225,1.04694
3600,25,0.5,2.73,2,0.25,0.0125,500,144,0.321,1.05061
4800,25,0.5,2.73,2,0.25,0.0125,500,192,0.333,1.02205
6000,25,0.5,2.73,2,0.25,0.0125,500,240,0.34225,1.00405
7200,25,0.5,2.73,2,0.25,0.0125,500,288,0.32475,1.01327
8400,25,0.5,2.73,2,0.25,0.0125,500,336,0.33225,0.99857
9600,25,0.5,2.73,2,0.25,0.0125,500,384,0.33675,1.0116
600,50,0.5,2.73,2,0.25,0.0125,500,12,0.4555,0.79303
1200,50,0.5,2.73,2,0.25,0.0125,500,24,0.51575,0.72308
1800,50,0.5,2.73,2,0.25,0.0125,500,36,0.54175,0.69769
2400,50,0.5,2.73,2,0.25,0.0125,500,48,0.535,0.68754
3600,50,0.5,2.73,2,0.25,0.0125,500,72,0.5605,0.67385
4800,50,0.5,2.73,2,0.25,0.0125,500,96,0.56575,0.66389
6000,50,0.5,2.73,2,0.25,0.0125,500,120,0.571,0.65843
7200,50,0.5,2.73,2,0.25,0.0125,500,144,0.58425,0.65267
8400,50,0.5,2.73,2,0.25,0.0125,500,168,0.57675,0.65126
9600,50,0.5,2.73,2,0.25,0.0125,500,192,0.58025,0.65102
600,100,0.5,2.73,2,0.25,0.0125,500,6,0.711,0.5687
1200,100,0.5,2.73,2,0.25,0.0125,500,12,0.79575,0.50718
1800,100,0.5,2.73,2,0.25,0.0125,500,18,0.836,0.48164
2400,100,0.5,2.73,2,0.25,0.0125,500,24,0.85175,0.46894
3600,100,0.5,2.73,2,0.25,0.0125,500,36,0.85775,0.45725
4800,100,0.5,2.73,2,0.25,0.0125,500,48,0.86875,0.44805
6000,100,0.5,2.73,2,0.25,0.0125,500,60,0.8785,0.43971
7200,100,0.5,2.73,2,0.25,0.0125,500,72,0.8885,0.43949
8400,100,0.5,2.73,2,0.25,0.0125,500,84,0.8845,0.43383
9600,100,0.5,2.73,2,0.25,0.0125,500,96,0.88125,0.43203
